model_code,sku,productidweb,category_code,brand_id,brand,Kiểu dáng,Công nghệ làm lạnh,Sản xuất tại,Thời gian ra mắt,Chất liệu khay ngăn lạnh,Dung tích tổng,Dung tích ngăn đá,Dung tích ngăn lạnh,Điện năng tiêu thụ,Chất liệu thân vỏ,Số người sử dụng,Dung tích sử dụng,Công nghệ tiết kiệm điện,Công nghệ bảo quản thực phẩm,Tiện ích,Chất liệu động cơ,Dung tích ngăn chuyển đổi,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Lấy nước ngoài,Chế độ tự động,giá gốc,giá khuyến mãi,khuyến mãi quà
165199,1751097000172,361373,38,187,Aqua,Multi Door,Làm lạnh gián tiếp | Làm lạnh đa chiều,Trung Quốc,2025,Kính chịu lực,577 lít,181 lít,325 lít,557,Mặt thép,4 - 5 người,506 lít,Twin Inverter,Ngăn biến nhiệt My Zone,Làm đông nhanh | Đèn LED chiếu sáng | Làm lạnh nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,4 cánh,185,83,59,80,Không,Không,15990000,14690000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165197,1751097000169,360346,38,313,Hitachi,Tủ lớn - Side by Side,Làm lạnh vòng cung Dual Sense,Trung Quốc,2025,Kính chịu lực,563 lít,185 lít,347 lít,500,Thép đen ánh kim,Trên 5 người,532 lít,Inverter,Không,Chuông báo khi mở cửa | Bảng điều khiển cảm ứng bên ngoài cửa tủ | Đèn LED chiếu sáng,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không,2 cánh,177,91,67,81,Không,Không,17900000,16440000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165194,1751097000151,360211,38,187,Aqua,Tủ lớn - Side by Side,Làm lạnh gián tiếp | Làm lạnh đa chiều,Thái Lan,2025,Kính chịu lực,682 lít,238 lít,408 lít,550,Mặt thép,4 - 5 người,646 lít,Twin Inverter,Ngăn rau củ giữ ẩm Humidity Zone,Chuông báo khi mở cửa | Làm đông nhanh | Đèn LED chiếu sáng | Làm lạnh nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không,2 cánh,177,90,71,92,Có,Không,16490000,15440000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165190,1751097000154,359905,38,7,Panasonic,Multi Door,Làm lạnh vòng cung Panorama,Việt Nam,2025,Kính chịu lực,587 lít,188 lít,296 lít,456,Kính cường lực,4 - 5 người,545 lít,Multi Control | Cảm biến thông minh Econavi,Ngăn Prime Fresh+ cấp đông mềm chuẩn -3ºC | Ngăn rau củ Fresh Safe,Ngăn trữ riêng biệt đáp ứng mọi nhu cầu | Ngăn rau kiểm soát độ ẩm | Đèn LED chiếu sáng cả ngăn đông và ngăn lạnh | Cảnh báo mở cửa | Làm đông nhanh | Làm đá nhanh,Ống dẫn gas bằng Thép - Lá tản nhiệt bằng Nhôm,61 lít,4 cánh,189,75,75,100,Không,Có,44890000,36940000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165189,1751097000145,359903,38,12,Sharp,Multi Door,Hệ thống làm lạnh kép Hybrid Cooling,Thái Lan,2025,Kính cường lực,678 lít,216 lít,395 lít,546,Mặt kính,Trên 5 người,611 lít,Chế độ Eco | J-tech Inverter,Ngăn rau quả giữ ẩm,Chuông báo khi quên đóng cửa | Bảng điều khiển cảm ứng bên ngoài cửa tủ | Làm đông nhanh | Làm lạnh nhanh,Ống dẫn gas bằng Nhôm -  Lá tản nhiệt bằng Nhôm,Không có,4 cánh,183,89,77,112,Không,Có,34550000,28990000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165187,1751097000152,359518,38,187,Aqua,Tủ lớn - Side by Side,Làm lạnh gián tiếp | Làm lạnh đa chiều,Thái Lan,2025,Kính chịu lực,682 lít,238 lít,408 lít,550,Mặt kính,4 - 5 người,646 lít,Twin Inverter,Không,Chuông báo khi mở cửa | Làm đông nhanh | Đèn LED chiếu sáng | Làm lạnh nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không,2 cánh,177,90,65,98,Có,Không,18690000,17440000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165183,1751097000153,359510,38,187,Aqua,Multi Door,Làm lạnh gián tiếp | Làm lạnh đa chiều,Thái Lan,2025,Kính chịu lực,569 lít,147 lít,382 lít,455,Mặt kính,4 - 5 người,529 lít,Twin Inverter,Ngăn Magic Zone 3 mức điều chỉnh nhiệt độ | Ngăn rau củ giữ ẩm Humidity Zone,Hệ thống đèn chiếu sáng Daylight | Bảng điều khiển bên ngoài | Chuông báo khi mở cửa | Bảng điều khiển đa sắc màu | Làm đông nhanh | Làm lạnh nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không,4 cánh,192,83,68,103,Có,Không,18390000,18390000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165158,1751097000146,358186,38,187,Aqua,Multi Door,Làm lạnh gián tiếp | Làm lạnh đa chiều,Thái Lan,2025,Kính chịu lực,569 lít,147 lít,375 lít,491,Mặt kính,4 - 5 người,522 lít,Twin Inverter,Ngăn Magic Zone 3 mức điều chỉnh nhiệt độ | Ngăn rau củ giữ ẩm Humidity Zone,Hệ thống đèn chiếu sáng Daylight | Lấy nước bên ngoài tiện lợi | Bảng điều khiển đa sắc màu | Bảng điều khiển cảm ứng bên ngoài cửa tủ | Làm đông nhanh | Làm đá tự động | Làm lạnh nhanh | Khóa bảng điều khiển,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,4 cánh,192,82,65,106,Có,Có,24590000,20990000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165155,1751097000150,358156,38,2,Samsung,Ngăn đá dưới,Công nghệ làm lạnh vòm All-around Cooling giúp kiểm soát chặt chẽ sự thay đổi nhiệt độ,Việt Nam,2025,Kính cường lực,285 lít,92 lít,188 lít,369,Kim loại phủ sơn tĩnh điện,2 - 3 người,280 lít,Digital Inverter,Ngăn đông mềm -1 độ C Optimal Fresh Zone,Khay đá di động | Đèn LED chiếu sáng,Ống dẫn gas bằng Đồng và Nhôm - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,158,59,66,56,Không,Không,9990000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165154,1751097000149,358151,38,2,Samsung,Ngăn đá dưới,Công nghệ làm lạnh vòm All-around Cooling giúp kiểm soát chặt chẽ sự thay đổi nhiệt độ,Việt Nam,2025,Kính cường lực,285 lít,92 lít,188 lít,369,Kim loại phủ sơn tĩnh điện,2 - 3 người,280 lít,Digital Inverter,Ngăn đông mềm -1 độ C Optimal Fresh Zone,Khay đá di động | Đèn LED chiếu sáng,Ống dẫn gas bằng Đồng và Nhôm - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,158,59,66,56,Không,Không,10290000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165125,1751097000125,354267,38,8,LG,Ngăn đá trên,Luồng khí lạnh đa chiều Multi Air Flow | LINEARCooling,Indonesia,2025,Kính cường lực,235 lít,56 lít,161 lít,335,Vật liệu PCM,2 - 3 người,217 lít,Smart Inverter,Ngăn rau củ  Fresh Zone,Chế độ cấp đông nhanh | Khay đá di động,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,144,55,63,43,Không,Không,7890000,6190000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165115,1751097000127,344437,38,187,Aqua,Multi Door,Làm lạnh gián tiếp | Làm lạnh đa chiều,Trung Quốc,2025,Kính chịu lực,553 lít,183 lít,329 lít,548,Mặt kính,4 - 5 người,512 lít,Twin Inverter,Công nghệ cân bằng độ ẩm HCS | Ngăn Magic Zone 3 mức điều chỉnh nhiệt độ | Công nghệ trữ đông thực phẩm Fresher Shield | Ngăn đông ẩm HCF,"Điều khiển từ xa qua ứng dụng thông minh Haismart | Hệ thống đèn chiếu sáng Daylight | Làm đông sâu | Chuông báo khi quên đóng cửa | Khay đá di động | Thiết kế âm tường, góc mở cửa 108° | Bảng điều khiển đa sắc màu | Khoá trẻ em | Ray trượt các hộc bằng thép chuyển động êm ái | Tản nhiệt đáy mặt trước",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,5 cánh,190,83,59,131,Không,Có,32390000,28740000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165114,1751097000128,344436,38,187,Aqua,Multi Door,Làm lạnh gián tiếp | Làm lạnh đa chiều,Trung Quốc,2025,Kính chịu lực,556 lít,186 lít,329 lít,557,Mặt kính,4 - 5 người,515 lít,Twin Inverter,Công nghệ cân bằng độ ẩm HCS | Ngăn Magic Zone 3 mức điều chỉnh nhiệt độ | Công nghệ trữ đông thực phẩm Fresher Shield | Công nghệ cấp đông sâu -30°C,"Điều khiển từ xa qua ứng dụng thông minh Haismart | Hệ thống đèn chiếu sáng Daylight | Làm đông sâu | Chuông báo khi quên đóng cửa | Khay đá di động | Thiết kế âm tường, góc mở cửa 108° | Bảng điều khiển đa sắc màu | Khoá trẻ em | Ray trượt các hộc bằng thép chuyển động êm ái | Tản nhiệt đáy mặt trước",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,4 cánh,190,83,59,125,Không,Có,29490000,25940000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165106,1751097000119,344395,38,187,Aqua,Ngăn đá trên,Làm lạnh gián tiếp | Làm lạnh đa chiều,Việt Nam,2025,Kính chịu lực,465 lít,99 lít,356 lít,411,Mặt thép,4 - 5 người,455 lít,Twin Inverter,Ngăn Magic Zone 3 mức điều chỉnh nhiệt độ | Ngăn rau củ giữ ẩm Humidity Zone,2 ngăn Magic Zone giữ tươi riêng biệt | Bảng điều khiển đa sắc màu | Làm lạnh nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,177,70,69,72,Có,Có,13190000,13190000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165096,1751097000120,342461,38,187,Aqua,Multi Door,Làm lạnh gián tiếp | Làm lạnh đa chiều,Thái Lan,2025,Kính chịu lực,569 lít,147 lít,382 lít,455,Mặt kính,4 - 5 người,529 lít,Twin Inverter,Ngăn Magic Zone 3 mức điều chỉnh nhiệt độ | Ngăn rau củ giữ ẩm Humidity Zone,Lấy nước bên ngoài tiện lợi | Làm đông nhanh | Đèn LED chiếu sáng | Làm lạnh nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,4 cánh,192,83,68,103,Có,Không,18390000,18390000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165086,1751097000117,341598,38,313,Hitachi,Multi Door,Hệ thống làm lạnh quạt kép,Thái Lan,2025,Kính cường lực,700 lít,108 lít,433 lít,606,Mặt kính,Trên 5 người,645,Inverter,Rau quả tươi ngon với ngăn chứa riêng biệt | Ngăn trữ chuyển đổi | Ngăn bảo quản thực phẩm chân không,Chuông báo khi quên đóng cửa | Bảng điều khiển cảm ứng bên ngoài cửa tủ,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,104 lít,4 cánh,184,90,74,110,Không,Có,45900000,39440000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165085,1751097000116,341581,38,313,Hitachi,Multi Door,Hệ thống làm lạnh quạt kép,Thái Lan,2025,Kính cường lực,700 lít,108 lít,433 lít,627,Mặt kính,Trên 5 người,645,Inverter,Rau quả tươi ngon với ngăn chứa riêng biệt | Ngăn trữ chuyển đổi,Chuông báo khi quên đóng cửa | Làm lạnh nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,104 lít,4 cánh,184,90,74,108,Không,Có,42900000,33440000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165064,1751097000114,339050,38,2,Samsung,Ngăn đá trên,Công nghệ làm lạnh vòm All-around Cooling giúp kiểm soát chặt chẽ sự thay đổi nhiệt độ,Thái Lan,2025,Kính cường lực,400 lít,93 lít,292 lít,399,Kính Bespoke,3 - 4 người,385 lít,Công nghệ SmartThings AI Energy | Digital Inverter,Ngăn đông mềm linh hoạt 4 chế độ Optimal Fresh+,Tăng không gian lưu trữ nhờ công nghệ SpaceMax | Quản lí thông minh SmartThings | Hộp đá xoay | Làm lạnh nhanh,Ống dẫn gas bằng Đồng & Nhôm - Lá tản nhiệt bằng Nhôm Aluminium,Không,2 cánh,171,70,67,68,Không,Có,18490000,15690000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165059,1751097000113,338406,38,8,LG,Ngăn đá trên,Luồng khí lạnh đa chiều Multi Air Flow | LINEARCooling,Indonesia,2025,Kính cường lực,287 lít,58 lít,208 lít,355,Vật liệu PCM,2 - 3 người,266 lít,Smart Inverter,Ngăn Fresh 0 Zone - Ngăn thịt cá 0℃,Chế độ cấp đông nhanh | Khay đá di động,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,168,55,63,48,Không,Không,8690000,6790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165058,1751097000112,338356,38,8,LG,Ngăn đá trên,Luồng khí lạnh đa chiều Multi Air Flow | LINEARCooling,Indonesia,2025,Kính cường lực,287 lít,58 lít,208 lít,355,Vật liệu PCM,2 - 3 người,266 lít,Smart Inverter,Ngăn Fresh 0 Zone - Ngăn thịt cá 0℃,Chế độ cấp đông nhanh | Khay đá di động,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,168,55,63,48,Không,Không,9190000,7940000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
