model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Thời gian ra mắt,Dung tích tổng,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Chất liệu động cơ,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Độ ồn,Loại Gas,Loại sản phẩm,Chất liệu mặt,Công nghệ,Chất liệu ruột,Dung tích ngăn đông mềm,Thương hiệu của,Số ngăn,Nhiệt độ ngăn đông (độ C),giá gốc,giá khuyến mãi,khuyến mãi quà
165210,1750894000045,362701,40,184,Hoà Phát,Việt Nam,2025,300 lít,2.85 kWh/ngày,Không có,Nút điều khiển nhiệt độ bên ngoài tủ | Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe,Nhôm sơn tĩnh điện,2 cửa,188,63,61,64,< 42 dB,R600a,Tủ mát,Công nghệ kính Low-E,Quạt đối lưu | Làm lạnh trực tiếp,Nhựa HIPS,Không,Việt Nam,1 ngăn mát,0 - 10°C,10300000,,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165209,1750893000055,362697,40,184,Hoà Phát,Trung Quốc,2025,,0.816 kWh/ngày,Không có,Nút điều khiển nhiệt độ bên ngoài tủ | Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe | Dễ dàng chuyển đổi chế độ tủ mát/tủ đông,Nhôm,1 cửa,61,54,47,17,< 43 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp | null,PCM (Hợp kim thép),Không,Việt Nam,1 ngăn đông,-12 ~ -24 °C,3750000,2990000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165208,1750893000051,362696,40,193,Kangaroo,Việt Nam,2026,510 lít,0.82 kWh/ngày,Inverter,Nút điều khiển nhiệt độ bên ngoài tủ | Giỏ đựng đồ | Lỗ thoát nước | Hộc chứa dây điện | Bánh xe,Nhôm,2 cửa,85,115,58,40,45 - 55 dB,R600a,Tủ đông,Kính cường lực,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm kháng khuẩn,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,10990000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165134,1750894000030,357271,40,187,Aqua,Trung Quốc,2025,652 lít,2.32 kWh/ngày,Không có,"Cửa kính | Hệ thống thoát nước tự động | Kháng khuẩn, khử mùi | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Đèn LED",Nhôm,2 cửa,198,98,65,108,63 dB,R290,Tủ mát,Kính cách nhiệt Low-E,Công nghệ làm lạnh Air Cooling,Nhựa HIPS kháng khuẩn,Không,Nhật Bản,1 ngăn mát,Không,19690000,17140000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165133,1750894000029,357270,40,187,Aqua,Trung Quốc,2025,537 lít,1.58 kWh/ngày,Không có,"Cửa kính | Hệ thống thoát nước tự động | Khóa cửa tủ | Kháng khuẩn, khử mùi | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Đèn LED",Nhôm,1 cửa,200,70,68,90,60 dB,R290,Tủ mát,Kính cách nhiệt Low-E,Công nghệ làm lạnh Air Cooling,Nhựa HIPS kháng khuẩn,Không,Nhật Bản,1 ngăn mát,Không,15690000,13740000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165132,1750894000028,356867,40,187,Aqua,Trung Quốc,2025,412 lít,1.52 kWh/ngày,Không có,"Cửa kính | Hệ thống thoát nước tự động | Khóa cửa tủ | Kháng khuẩn, khử mùi | Lỗ thoát nước | Bánh xe | Đèn LED",Nhôm,1 cửa,200,60,63,65,57 dB,R600a,Tủ mát,Kính cách nhiệt Low-E,Công nghệ làm lạnh Air Cooling,Nhựa HIPS kháng khuẩn,Không,Nhật Bản,1 ngăn mát,Không,12790000,10140000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165098,1750893000027,342631,40,11,Toshiba,Trung Quốc,2025,322 lít,402 kWh/năm,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe | Dễ dàng chuyển đổi chế độ tủ mát/tủ đông | Làm lạnh nhanh | Đèn LED,Đồng,1 cửa,84,106,59,37,Hãng không công bố,R600a,Tủ đông,Không,Vật liệu xốp cách nhiệt giữ đông 100h không cần điện,Thép mạ kẽm,Không,Nhật Bản,1 ngăn đông,-24℃ đến -12℃,8990000,6190000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165082,1750893000024,341080,40,189,Alaska,Trung Quốc,2014,670 lít,299 kWh/năm,Không có,Khóa cửa tủ | Giỏ đựng đồ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,1 cửa,85,116,68,43,45 dB,R600a,Tủ đông,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,8830000,8350000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165081,1750894000026,341079,40,189,Alaska,Trung Quốc,2025,626 lít,1.65 kWh/ngày,Không có,Cửa kính | Khoá cửa tủ | Hộp đèn LED | Cửa tự đóng | Bánh xe,Nhôm,1 cửa,177,61,57,56,54 dB,R600a,Tủ mát,Công nghệ kính Low-E,Công nghệ Fan Cooling,Nhựa HIPS,Không,Việt Nam,1 ngăn mát,Không,10800000,,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165080,1750894000027,341078,40,189,Alaska,Trung Quốc,2023,1010 lít,3.6 kWh/ngày,Không có,Cửa kính | Khóa cửa tủ | Hộp đèn LED | Cửa tự đóng | Bánh xe,Đồng,1 cửa,207,70,69,83,< 65 dB,R134a,Tủ mát,Công nghệ kính Low-E,Công nghệ Fan Cooling,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn mát,Không,15700000,15100000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165024,1750893000016,335302,40,184,Hoà Phát,Việt Nam,2023,783 lít,724 kWh/năm,Inverter,Xẻng cạo tuyết | Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe,Đồng,2 cửa,90,206,82,85,55 - 65 dB,R290,Tủ đông,Không,Công nghệ Extra Freezing | Làm lạnh 5D | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,23070000,21190000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165014,1750893000013,333553,40,8,LG,Indonesia,2024,171 lít,399 kWh/năm,Smart Inverter,Làm đá nhanh,Hợp kim nhôm,1 cửa,130,53,60,34,Không,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhựa,Không,Hàn Quốc,1 ngăn đông,~ -18°C,,,
164981,1750894000024,331151,40,189,Alaska,Trung Quốc,2024,2910 lít,14.01 kWh/ngày,Không có,Khóa cửa tủ | Lỗ thoát nước | Đèn LED,Nhôm,3 cửa,209,188,74,204,65 dB,R290,Tủ mát,Kính cường lực,Công nghệ Fan Cooling,Nhựa HIPS,Không,Việt Nam,1 ngăn mát,Không,50460000,43390000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164980,1750894000023,331150,40,189,Alaska,Trung Quốc,2022,411 lít,3.62 kWh/ngày,Không có,Khóa cửa tủ | Lỗ thoát nước | Đèn LED,Nhôm,1 cửa,139,55,53,45,55 dB,R600a,Tủ mát,Kính cường lực,Công nghệ Fan Cooling,Nhựa HIPS,Không,Việt Nam,1 ngăn mát,Không,11090000,10210000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164979,1750893000012,331149,40,189,Alaska,Trung Quốc,2022,1299 lít,4.72 kWh/ngày,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,85,200,75,120,56 dB,R290,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,32420000,29990000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164978,1750893000011,331148,40,189,Alaska,Trung Quốc,2023,958 lít,3.56 kWh/ngày,Không có,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Hợp kim nhôm,2 cửa,85,147,75,80,55 dB,R290,Tủ đông,Kính cường lực,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,17740000,17740000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164977,1750893000010,331147,40,189,Alaska,Trung Quốc,2020,583 lít,2 kWh/ngày,Không có,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,91,103,62,52,52 dB,R290,Tủ đông,Kính cường lực,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện kháng khuẩn,Không,Việt Nam,1 ngăn đông,≤ -18°C,12270000,12270000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164976,1750893000009,331146,40,189,Alaska,Trung Quốc,2021,1475 lít,2.3 kWh/ngày,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,3 cửa,84,241,72,102,48 dB,R290,Tủ đông,Không,Làm lạnh trực tiếp,Thép sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,10°C đến -24°C,26830000,25150000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164975,1750893000008,331145,40,189,Alaska,Trung Quốc,2024,581 lít,2.013 kWh/ngày,Không có,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Nhôm,1 cửa,83,116,60,40,45 dB,R600a,Tủ đông,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện kháng khuẩn,Không,Việt Nam,1 ngăn đông,≤ -18°C,9320000,8610000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
186423,1750893000007,331143,40,189,Alaska,,,,1.525 kWh/ngày,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,,,88,135,67,60,45 dB,R290,Tủ đông,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện kháng khuẩn,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,15610000,13590000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164974,1750893000006,331142,40,189,Alaska,Trung Quốc,2024,581 lít,1.339 kWh/ngày,Không có,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Nhôm,2 cửa,83,116,60,40,41 dB,R600a,Tủ đông,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện kháng khuẩn,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,9810000,9140000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164944,1750893000005,328761,40,193,Kangaroo,,,,,,,,,,,,,,,,,,,,,,,14590000,10640000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164936,1750894000022,327957,40,189,Alaska,Trung Quốc,2024,1348 lít,4.08 kWh/ngày,Inverter,Nút điều khiển nhiệt độ bên ngoài tủ | Lỗ thoát nước | Khoá cửa tủ | Hộp đèn LED | Bánh xe (có khóa 2 bánh trước) | Cửa tự đóng | Kẹp đỡ vỉ trợ lực lên đến 30 kg | Đèn LED,Đồng,2 cửa,197,112,61,113,65 dB,R290,Tủ mát,Kính cường lực,Làm lạnh quạt,Nhôm,Không,Việt Nam,1 ngăn mát,Không,30430000,28620000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164923,1750893000004,326808,40,193,Kangaroo,Việt Nam,2024,710 lít,1.45 kWh/ngày,Không có,Nút điều khiển nhiệt độ bên ngoài tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe,Nhôm,2 cửa,85,143,68,54,45 - 55 dB,R600a,Tủ đông,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm kháng khuẩn,Không,Việt Nam,1 ngăn đông,≤-18℃,11990000,10810000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164922,1750893000003,326807,40,193,Kangaroo,Việt Nam,2024,215 lít,1.15 kWh/ngày,Không có,Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Nhôm,1 cửa,75,62,55,25,45 - 55 dB,R600a,Tủ đông mini,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhôm kháng khuẩn,Không,Việt Nam,1 ngăn đông,≤-18ºC,4890000,3970000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164802,3050894000094,307807,40,191,Sanaky,Trung Quốc,2022,Hãng không công bố,,Không có,Khoá cửa tủ,Nhôm,1 cửa,50,44,51,21,Hãng không công bố,R600a,Tủ mát mini,Công nghệ kính Low-E,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,,,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164722,3050894000093,298390,40,191,Sanaky,Việt Nam,2021,1000 lít,2.87 kWh/ngày,Inverter,Cửa kính | Khóa cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện | Đèn LED,Đồng,2 cửa,206,101,73,146,32 - 42 dB,R134a,Tủ mát,Kính cách nhiệt Low-E,Công nghệ làm lạnh Nofrost,Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,1 ngăn mát,Không,32590000,29590000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164702,3050893000280,292732,40,184,Hoà Phát,Việt Nam,2022,208 lít,3.12 kWh/ngày,Không có,Khay đựng đồ | Bảng điều khiển | Lỗ thoát nước,Hợp kim,1 cửa,149,54,55,52,55 - 65 dB,R134a,Tủ đông,Không,Làm lạnh trực tiếp,Nhựa HIPS kháng khuẩn,Không,Việt Nam,1 ngăn đông,≤ -18°C,7160000,6390000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164677,3050894000089,288657,40,187,Aqua,Trung Quốc,2022,300 lít,1.43 kWh/ngày,Không có,Cửa kính | Hệ thống thoát nước tự động | Khoá cửa tủ | Chân tủ có thể điều chỉnh độ cao | Bánh xe | Đèn LED,Nhôm,1 cửa,156,60,63,54,57 dB,R600a,Tủ mát,Công nghệ kính Low-E,Công nghệ làm lạnh Air Cooling,Nhựa HIPS kháng khuẩn,Không,Nhật Bản,1 ngăn mát,Không,10790000,9910000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164676,3050894000088,288656,40,187,Aqua,Trung Quốc,2022,235 lít,1.90 kWh/ngày,Không có,Cửa kính | Hệ thống thoát nước tự động | Khoá cửa tủ | Chân tủ có thể điều chỉnh độ cao | Bánh xe | Đèn LED,Nhôm,1 cửa,156,58,51,48,54 dB,R600a,Tủ mát,Công nghệ kính Low-E,Công nghệ làm lạnh Air Cooling,Nhựa HIPS kháng khuẩn,Không,Nhật Bản,1 ngăn mát,Không,10190000,7190000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164647,3050893000253,283532,40,191,Sanaky,Việt Nam,2022,160 lít,,Inverter,Nút điều chỉnh nhiệt độ bên ngoài tủ | Inverter tiết kiệm điện,Nhôm,1 cửa,105,55,57,38,32-42 dB,R600a,Tủ đông mini,Kính cường lực,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn đông,≤ -18°C,,,
164646,3050893000252,283531,40,191,Sanaky,Việt Nam,2022,160 lít,,Không có,Nút điều chỉnh nhiệt độ bên ngoài tủ,Nhôm,1 cửa,105,55,57,42,32-42 dB,R600a,Tủ đông mini,Kính cường lực,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn đông,≤ -18°C,,,
